Animal,Error,Strategy,Region,I1,I2,Abs[Error],"Avg[I1,I2]",Relative Error
31,17.100734215,1 Midlines,medialAxis,6430.3316955,6413.2309613,17.100734215,6421.7813284,0.0026629269
31,14.329814594,1 Midlines,wholePharynx,6245.8456964,6231.5158818,14.329814594,6238.6807891,0.0022969302
32,-150.5061764,1 Midlines,prePM7,4358.8593722,4509.3655486,150.50617637,4434.1124604,0.0339427964
32,48.281966307,1 Midlines,pm7,10455.806044,10407.524077,48.281966307,10431.665061,0.0046284046
32,74.508849082,1 Midlines,pm6,6926.3915578,6851.8827087,74.508849082,6889.1371332,0.0108154109
32,18.307176292,1 Midlines,pm5,3976.73324,3958.4260637,18.307176292,3967.5796519,0.0046141925
32,-79.61814047,1 Midlines,pm4,8520.0527298,8599.6708703,79.618140472,8559.8618,0.0093013348
32,-7.29582602,1 Midlines,pm3,6935.8157212,6943.1115472,7.2958260196,6939.4636342,0.001051353
32,70.261508684,1 Midlines,postPM3,3751.5153132,3681.2538046,70.261508684,3716.3845589,0.0189058768
32,-3.342526793,1 Midlines,medialAxis,6383.9021316,6387.2446584,3.3425267927,6385.573395,0.0005234497
32,-2.380302315,1 Midlines,wholePharynx,6202.8325049,6205.2128073,2.3803023151,6204.0226561,0.0003836708
33,40.988208953,1 Midlines,prePM7,4448.2900404,4407.3018314,40.988208953,4427.7959359,0.009257023
33,-36.47167918,1 Midlines,pm7,10438.776514,10475.248193,36.471679185,10457.012353,0.0034877724
33,-44.03259248,1 Midlines,pm6,6972.7241643,7016.7567568,44.032592481,6994.7404605,0.0062951003
33,38.708488925,1 Midlines,pm5,3972.5342092,3933.8257203,38.708488925,3953.1799647,0.0097917346
33,77.27047651,1 Midlines,pm4,8605.6418959,8528.3714194,77.27047651,8567.0066577,0.009019542
33,-28.22142189,1 Midlines,pm3,6918.2182964,6946.4397182,28.221421894,6932.3290073,0.0040709871
33,-11.20168036,1 Midlines,postPM3,3702.1204304,3713.3221107,11.201680362,3707.7212705,0.0030211765
33,9.892695924,1 Midlines,medialAxis,6397.6532819,6387.760586,9.892695924,6392.706934,0.0015474972
33,8.8390104621,1 Midlines,wholePharynx,6215.273616,6206.4346055,8.8390104621,6210.8541108,0.0014231554
34,0.283358485,1 Midlines,prePM7,4394.797274,4394.5139156,0.283358485,4394.6555948,0.000064478
34,-56.88260068,1 Midlines,pm7,10470.774198,10527.656799,56.882600677,10499.215499,0.0054177953
34,-79.27452882,1 Midlines,pm6,6899.9598667,6979.2343956,79.274528822,6939.5971312,0.0114235059
34,15.743106862,1 Midlines,pm5,3972.2669239,3956.523817,15.743106862,3964.3953704,0.0039711243
34,1.4082570236,1 Midlines,pm4,8620.5105216,8619.1022645,1.4082570236,8619.8063931,0.0001633746
34,-2.388755111,1 Midlines,pm3,6957.526384,6959.9151391,2.3887551107,6958.7207615,0.000343275
34,-44.55311834,1 Midlines,postPM3,3681.1916333,3725.7447517,44.553118342,3703.4681925,0.0120301069
34,-16.90662546,1 Midlines,medialAxis,6391.3391536,6408.2457791,16.906625461,6399.7924664,0.0026417459
34,-16.26327703,1 Midlines,wholePharynx,6208.5121776,6224.7754546,16.263277033,6216.6438161,0.0026160864
35,17.26571502,1 Midlines,prePM7,4513.9068093,4496.6410943,17.26571502,4505.2739518,0.0038323341
35,-35.55329867,1 Midlines,pm7,10495.623011,10531.176309,35.553298667,10513.39966,0.0033817128
35,-18.71888485,1 Midlines,pm6,6931.6026556,6950.3215405,18.718884853,6940.9620981,0.0026968718
35,50.370083523,1 Midlines,pm5,3981.3166479,3930.9465644,50.370083523,3956.1316062,0.0127321557
35,-3.081293039,1 Midlines,pm4,8635.2297273,8638.3110203,3.0812930393,8636.7703738,0.0003567645
35,19.483398199,1 Midlines,pm3,6933.5663598,6914.0829616,19.483398199,6923.8246607,0.0028139647
35,36.308852257,1 Midlines,postPM3,3660.7200608,3624.4112086,36.308852257,3642.5656347,0.0099679336
35,17.312317279,1 Midlines,medialAxis,6407.3579967,6390.0456794,17.312317279,6398.7018381,0.0027055984
35,16.653192071,1 Midlines,wholePharynx,6223.954917,6207.301725,16.653192071,6215.628321,0.0026792452
36,45.15198753,1 Midlines,prePM7,4547.6463782,4502.4943907,45.15198753,4525.0703845,0.0099781846
36,16.44171424,1 Midlines,pm7,10559.900331,10543.458616,16.44171424,10551.679474,0.0015582083
36,-5.906993199,1 Midlines,pm6,6897.4782027,6903.3851959,5.9069931987,6900.4316993,0.0008560324
36,20.490512647,1 Midlines,pm5,3952.9591553,3932.4686427,20.490512647,3942.713899,0.005197058
36,52.209786242,1 Midlines,pm4,8580.7975028,8528.5877166,52.209786242,8554.6926097,0.0061030581
36,-37.61795288,1 Midlines,pm3,6916.3938274,6954.0117803,37.617952877,6935.2028038,0.0054242037
36,-66.41529021,1 Midlines,postPM3,3730.6608451,3797.0761353,66.415290214,3763.8684902,0.0176454864
36,4.4353302056,1 Midlines,medialAxis,6401.7718321,6397.3365019,4.4353302056,6399.554167,0.0006930686
36,2.9839657406,1 Midlines,wholePharynx,6217.4229402,6214.4389745,2.9839657406,6215.9309574,0.0004800513
37,-38.12653357,1 Midlines,prePM7,4441.2544858,4479.3810194,38.126533571,4460.3177526,0.0085479411
37,-109.2023462,1 Midlines,pm7,10499.59192,10608.794266,109.20234616,10554.193093,0.0103468209
37,-24.16407565,1 Midlines,pm6,6928.1365812,6952.3006568,24.164075646,6940.218619,0.0034817456
37,-19.89931775,1 Midlines,pm5,3976.3474933,3996.246811,19.899317754,3986.2971521,0.0049919304
37,-83.62277961,1 Midlines,pm4,8507.4202258,8591.0430054,83.622779607,8549.2316156,0.0097813211
37,-51.81144353,1 Midlines,pm3,6913.8711492,6965.6825928,51.811443532,6939.776871,0.0074658659
37,-41.43203899,1 Midlines,postPM3,3656.0463493,3697.4783883,41.432038995,3676.7623688,0.0112686203
37,-51.88437968,1 Midlines,medialAxis,6382.908928,6434.7933077,51.884379679,6408.8511178,0.008095738
37,-50.12623172,1 Midlines,wholePharynx,6198.1394358,6248.2656675,50.126231719,6223.2025516,0.0080547325
38,-67.09664607,1 Midlines,prePM7,4468.6160749,4535.712721,67.09664607,4502.1643979,0.0149031977
38,-28.03492875,1 Midlines,pm7,10516.30754,10544.342468,28.03492875,10530.325004,0.0026623042
38,-3.966673487,1 Midlines,pm6,6989.7180298,6993.6847033,3.9666734867,6991.7013665,0.0005673402
38,-18.91295913,1 Midlines,pm5,3981.4036708,4000.3166299,18.912959132,3990.8601503,0.0047390684
38,-65.56461729,1 Midlines,pm4,8490.5144529,8556.0790701,65.564617285,8523.2967615,0.0076924011
38,4.0501856352,1 Midlines,pm3,6897.2398086,6893.189623,4.0501856352,6895.2147158,0.0005873908
38,7.5658346959,1 Midlines,postPM3,3688.7557804,3681.1899457,7.5658346959,3684.972863,0.0020531589
38,-17.91714435,1 Midlines,medialAxis,6388.7562344,6406.6733788,17.917144351,6397.7148066,0.0028005538
38,-16.97505211,1 Midlines,wholePharynx,6204.2996864,6221.2747385,16.975052115,6212.7872124,0.0027322764
39,9.3397660812,1 Midlines,prePM7,4461.6885155,4452.3487494,9.3397660812,4457.0186324,0.0020955187
39,60.79876295,1 Midlines,pm7,10535.557174,10474.758411,60.79876295,10505.157792,0.0057875154
39,14.243917027,1 Midlines,pm6,7017.4428404,7003.1989234,14.243917027,7010.3208819,0.0020318495
39,24.470497376,1 Midlines,pm5,3981.4561315,3956.9856341,24.470497376,3969.2208828,0.0061650631
39,-26.15088604,1 Midlines,pm4,8485.5175681,8511.6684541,26.150886041,8498.5930111,0.0030770842
39,13.355973538,1 Midlines,pm3,6952.4503493,6939.0943757,13.355973538,6945.7723625,0.0019228925
39,-97.05930318,1 Midlines,postPM3,3654.6694371,3751.7287402,97.059303181,3703.1990887,0.0262095828
39,8.1870395525,1 Midlines,medialAxis,6400.6726584,6392.4856189,8.1870395525,6396.5791387,0.0012799091
39,4.5022821443,1 Midlines,wholePharynx,6216.2019382,6211.6996561,4.5022821443,6213.9507972,0.0007245442
40,43.343813356,1 Midlines,prePM7,4471.252139,4427.9083256,43.343813356,4449.5802323,0.0097411017
40,9.5920077785,1 Midlines,pm7,10535.212301,10525.620293,9.5920077785,10530.416297,0.0009108859
40,-4.360913912,1 Midlines,pm6,6959.4134664,6963.7743803,4.3609139121,6961.5939234,0.0006264246
40,3.896692708,1 Midlines,pm5,3977.1825294,3973.2858367,3.896692708,3975.2341831,0.0009802423
40,88.111005315,1 Midlines,pm4,8608.9738302,8520.8628248,88.111005315,8564.9183275,0.0102874309
40,37.03267658,1 Midlines,pm3,6964.4290142,6927.3963377,37.03267658,6945.9126759,0.0053315782
40,12.555559647,1 Midlines,postPM3,3693.5241575,3680.9685979,12.555559647,3687.2463777,0.0034051317
40,24.995587685,1 Midlines,medialAxis,6417.6704882,6392.6749006,24.995587685,6405.1726944,0.0039024065
40,24.638693428,1 Midlines,wholePharynx,6234.6703675,6210.0316741,24.638693428,6222.3510208,0.0039597081
41,248.61453655,1 Midlines,prePM7,4518.9105901,4270.2960536,248.61453655,4394.6033219,0.0565726912
41,635.8853468,1 Midlines,pm7,10358.952092,9723.0667456,635.8853468,10041.009419,0.0633288268
41,-79.07496632,1 Midlines,pm6,6943.4808217,7022.555788,79.074966325,6983.0183049,0.011323895
41,27.292755604,1 Midlines,pm5,3974.9378851,3947.6451295,27.292755604,3961.2915073,0.006889863
41,-28.14769734,1 Midlines,pm4,8510.985818,8539.1335153,28.147697338,8525.0596667,0.0033017596
41,151.8799442,1 Midlines,pm3,6936.8831632,6785.003219,151.8799442,6860.9431911,0.0221368899
41,-9.245779834,1 Midlines,postPM3,3658.4855024,3667.7312822,9.2457798339,3663.1083923,0.0025240257
41,98.995405581,1 Midlines,medialAxis,6374.5031597,6275.5077542,98.995405581,6325.0054569,0.015651434
41,94.695953866,1 Midlines,wholePharynx,6192.437406,6097.7414522,94.695953866,6145.0894291,0.0154100205
42,-21.01816731,1 Midlines,prePM7,4464.0211744,4485.0393417,21.018167309,4474.530258,0.0046972902
42,116.4768005,1 Midlines,pm7,10693.961944,10577.485144,116.4768005,10635.723544,0.0109514694
42,-53.98832813,1 Midlines,pm6,6845.0775783,6899.0659065,53.988328133,6872.0717424,0.0078561939
42,5.8388342421,1 Midlines,pm5,3999.1241725,3993.2853383,5.8388342421,3996.2047554,0.0014610949
42,9.7810092116,1 Midlines,pm4,8542.8302324,8533.0492232,9.7810092116,8537.9397278,0.0011455936
42,-68.99021303,1 Midlines,pm3,6888.4182923,6957.4085053,68.990213033,6922.9133988,0.0099654884
42,-6.43329619,1 Midlines,postPM3,3806.3843469,3812.8176431,6.4332961896,3809.600995,0.001688706
42,-17.24203484,1 Midlines,medialAxis,6399.0187706,6416.2608055,17.242034845,6407.639788,0.0026908558
42,-16.6681735,1 Midlines,wholePharynx,6214.9079923,6231.5761658,16.668173499,6223.2420791,0.0026783746
43,-158.5974816,1 Midlines,prePM7,4473.1474826,4631.7449642,158.59748161,4552.4462234,0.0348378594
43,29.555141449,1 Midlines,pm7,10573.352615,10543.797473,29.555141449,10558.575044,0.0027991601
43,51.916231638,1 Midlines,pm6,6971.7853007,6919.8690691,51.916231638,6945.8271849,0.0074744491
43,3.3966336675,1 Midlines,pm5,3978.4351983,3975.0385647,3.3966336675,3976.7368815,0.0008541258
43,-38.67084154,1 Midlines,pm4,8598.2561326,8636.9269742,38.670841543,8617.5915534,0.0044874303
43,-17.31284671,1 Midlines,pm3,6925.0874182,6942.4002649,17.312846711,6933.7438415,0.0024968974
43,35.217472809,1 Midlines,postPM3,3771.1960966,3735.9786238,35.217472809,3753.5873602,0.0093823507
43,-13.43875794,1 Midlines,medialAxis,6413.4688302,6426.9075881,13.438757937,6420.1882092,0.0020932031
43,-14.08493103,1 Midlines,wholePharynx,6227.6461543,6241.7310853,14.084931031,6234.6886198,0.0022591234
44,94.545102093,1 Midlines,prePM7,4559.5168885,4464.9717864,94.545102093,4512.2443375,0.0209530103
44,0.5665101473,1 Midlines,pm7,10561.426047,10560.859537,0.5665101473,10561.142792,0.000053641
44,-0.38715291,1 Midlines,pm6,6955.117461,6955.5046139,0.3871529103,6955.3110375,0.0000556629
44,-37.59228053,1 Midlines,pm5,3941.7771571,3979.3694377,37.592280534,3960.5732974,0.009491626
44,75.405926214,1 Midlines,pm4,8587.4278387,8512.0219125,75.405926214,8549.7248756,0.0088196904
44,15.381747357,1 Midlines,pm3,6919.9576196,6904.5758722,15.381747357,6912.2667459,0.0022252827
44,23.210479901,1 Midlines,postPM3,3762.60973,3739.3992501,23.210479901,3751.0044901,0.0061878038
44,18.404658966,1 Midlines,medialAxis,6403.8122256,6385.4075667,18.404658966,6394.6098962,0.002878152
44,16.964833813,1 Midlines,wholePharynx,6220.1007277,6203.1358939,16.964833813,6211.6183108,0.0027311456
45,-7.337783318,1 Midlines,prePM7,4415.2948531,4422.6326364,7.3377833176,4418.9637447,0.0016605213
45,195.41241762,1 Midlines,pm7,10621.375943,10425.963525,195.41241762,10523.669734,0.0185688474
45,31.407115142,1 Midlines,pm6,6952.4152394,6921.0081243,31.407115142,6936.7116818,0.0045276662
45,16.263837021,1 Midlines,pm5,3962.78797,3946.524133,16.263837021,3954.6560515,0.0041125794
45,153.09579792,1 Midlines,pm4,8717.3147059,8564.2189079,153.09579792,8640.7668069,0.0177178486
45,91.31584669,1 Midlines,pm3,6946.2028621,6854.8870154,91.31584669,6900.5449388,0.0132331356
45,65.42363198,1 Midlines,postPM3,3696.6843847,3631.2607527,65.42363198,3663.9725687,0.0178559284
45,80.099707327,1 Midlines,medialAxis,6430.3594839,6350.2597766,80.099707327,6390.3096302,0.0125345581
45,76.331308223,1 Midlines,wholePharynx,6243.3313564,6167.0000482,76.331308223,6205.1657023,0.0123012522
46,26.401156894,1 Midlines,prePM7,4478.9851884,4452.5840315,26.401156894,4465.78461,0.0059118742
46,16.776914428,1 Midlines,pm7,10529.726038,10512.949123,16.776914428,10521.337581,0.001594561
46,-2.589136776,1 Midlines,pm6,6983.7946223,6986.3837591,2.5891367763,6985.0891907,0.0003706662
46,20.996640208,1 Midlines,pm5,4000.7878024,3979.7911622,20.996640208,3990.2894823,0.0052619341
46,-14.72141631,1 Midlines,pm4,8613.9056512,8628.6270675,14.721416312,8621.2663594,0.0017075701
46,-49.23779972,1 Midlines,pm3,6863.4976061,6912.7354058,49.23779972,6888.1165059,0.007148224
46,15.970148597,1 Midlines,postPM3,3649.2963707,3633.3262221,15.970148597,3641.3112964,0.0043858235
46,0.5832756139,1 Midlines,medialAxis,6396.4032612,6395.8199855,0.5832756139,6396.1116233,0.0000911922
46,1.2235842586,1 Midlines,wholePharynx,6212.3868078,6211.1632236,1.2235842586,6211.7750157,0.0001969782
47,-41.2365312,1 Midlines,prePM7,4451.2312042,4492.4677354,41.236531198,4471.8494698,0.0092213594
47,94.574318674,1 Midlines,pm7,10617.33159,10522.757272,94.574318674,10570.044431,0.0089473908
47,28.75193242,1 Midlines,pm6,7008.6383818,6979.8864494,28.75193242,6994.2624156,0.0041107883
47,54.855077352,1 Midlines,pm5,3980.4808885,3925.6258112,54.855077352,3953.0533498,0.0138766347
47,3.2768279804,1 Midlines,pm4,8544.2983398,8541.0215118,3.2768279804,8542.6599258,0.000383584
47,6.5508667462,1 Midlines,pm3,6970.550042,6963.9991753,6.5508667462,6967.2746086,0.0009402338
47,-63.30425465,1 Midlines,postPM3,3576.4499437,3639.7541983,63.304254651,3608.102071,0.0175450288
47,23.011459052,1 Midlines,medialAxis,6416.1959714,6393.1845124,23.011459052,6404.6902419,0.0035929074
47,18.219875265,1 Midlines,wholePharynx,6228.2083403,6209.988465,18.219875265,6219.0984026,0.0029296651
48,75.770137098,1 Midlines,prePM7,4468.2750786,4392.5049415,75.770137098,4430.39001,0.0171023628
48,33.006856131,1 Midlines,pm7,10553.565211,10520.558355,33.006856131,10537.061783,0.0031324535
48,10.325616561,1 Midlines,pm6,7000.8440428,6990.5184262,10.325616561,6995.6812345,0.0014759987
48,-15.79281792,1 Midlines,pm5,4007.1235255,4022.9163434,15.792817921,4015.0199344,0.0039334345
48,64.917311152,1 Midlines,pm4,8535.7851345,8470.8678233,64.917311152,8503.3264789,0.007634343
48,8.5801654414,1 Midlines,pm3,7009.9467005,7001.366535,8.5801654414,7005.6566178,0.0012247482
48,-130.6529946,1 Midlines,postPM3,3593.9334369,3724.5864315,130.65299459,3659.2599342,0.0357047591
48,16.45462353,1 Midlines,medialAxis,6431.1428282,6414.6882046,16.45462353,6422.9155164,0.0025618621
48,11.925465741,1 Midlines,wholePharynx,6241.9810657,6230.0556,11.925465741,6236.0183329,0.0019123526
49,-45.06008792,1 Midlines,prePM7,4405.3295483,4450.3896362,45.060087919,4427.8595923,0.0101764943
49,38.808058132,1 Midlines,pm7,10518.36624,10479.558182,38.808058132,10498.962211,0.0036963709
49,-95.91592929,1 Midlines,pm6,6900.5378103,6996.4537395,95.915929291,6948.4957749,0.0138038408
49,30.332182274,1 Midlines,pm5,3942.0676029,3911.7354207,30.332182274,3926.9015118,0.0077242024
49,109.89575027,1 Midlines,pm4,8747.5053298,8637.6095795,109.89575027,8692.5574547,0.0126425107
49,24.714367442,1 Midlines,pm3,6986.6390036,6961.9246362,24.714367442,6974.2818199,0.0035436434
49,37.908207636,1 Midlines,postPM3,3756.3622181,3718.4540105,37.908207636,3737.4081143,0.0101429136
49,23.745061376,1 Midlines,medialAxis,6422.0501623,6398.305101,23.745061376,6410.1776317,0.0037042751
49,22.666366427,1 Midlines,wholePharynx,6237.1425956,6214.4762291,22.666366427,6225.8094123,0.00364071
50,81.83214778,1 Midlines,prePM7,4490.7438109,4408.9116632,81.83214778,4449.8277371,0.0183899586
50,-42.48117526,1 Midlines,pm7,10545.22252,10587.703695,42.481175264,10566.463108,0.0040203779
50,-29.11811035,1 Midlines,pm6,6962.8019163,6991.9200266,29.118110349,6977.3609715,0.0041732269
50,-28.21372054,1 Midlines,pm5,3942.6379035,3970.851624,28.21372054,3956.7447637,0.0071305384
50,-102.0018182,1 Midlines,pm4,8532.0962053,8634.0980235,102.00181816,8583.0971144,0.011884034
50,-50.22304822,1 Midlines,pm3,6949.0633068,6999.286355,50.223048219,6974.1748309,0.007201289
50,0.5093862493,1 Midlines,postPM3,3724.3752049,3723.8658186,0.5093862493,3724.1205117,0.0001367803
50,-48.11841821,1 Midlines,medialAxis,6385.9545079,6434.0729261,48.11841821,6410.013717,0.0075067574
50,-45.24519749,1 Midlines,wholePharynx,6204.4540289,6249.6992264,45.24519749,6227.0766276,0.007265881
51,-2.446664727,1 Midlines,prePM7,4412.8164804,4415.2631452,2.4466647268,4414.0398128,0.0005542915
51,-108.6493909,1 Midlines,pm7,10445.538785,10554.188176,108.64939088,10499.863481,0.0103476956
51,-65.83599222,1 Midlines,pm6,6896.159536,6961.9955282,65.835992217,6929.0775321,0.0095014079
51,19.720153782,1 Midlines,pm5,3949.9904548,3930.270301,19.720153782,3940.1303779,0.0050049496
51,-108.1388544,1 Midlines,pm4,8479.1563909,8587.2952453,108.13885436,8533.2258181,0.0126726817
51,-72.31665328,1 Midlines,pm3,6889.5766229,6961.8932762,72.316653284,6925.7349496,0.0104417298
51,1.1595383375,1 Midlines,postPM3,3604.4223271,3603.2627888,1.1595383375,3603.842558,0.0003217506
51,-51.4693987,1 Midlines,medialAxis,6346.5228264,6397.9922251,51.4693987,6372.2575257,0.0080771059
51,-46.2665183,1 Midlines,wholePharynx,6164.0619138,6210.3284321,46.266518303,6187.195173,0.0074777855
52,-111.5283326,1 Midlines,prePM7,4452.1149548,4563.6432875,111.52833264,4507.8791212,0.0247407549
52,52.348519446,1 Midlines,pm7,10560.328471,10507.979951,52.348519446,10534.154211,0.0049694089
52,-30.1713482,1 Midlines,pm6,6907.7934638,6937.964812,30.171348204,6922.8791379,0.0043582081
52,123.55222407,1 Midlines,pm5,3979.7549469,3856.2027229,123.55222407,3917.9788349,0.0315346839
52,-227.9435048,1 Midlines,pm4,8598.7957284,8826.7392332,227.94350484,8712.7674808,0.0261620094
52,-29.67082784,1 Midlines,pm3,7040.3858131,7070.0566409,29.670827843,7055.221227,0.0042055135
52,219.43445029,1 Midlines,postPM3,3617.0737783,3397.639328,219.43445029,3507.3565531,0.0625640556
52,8.8105730202,1 Midlines,medialAxis,6431.3116777,6422.5011046,8.8105730202,6426.9063911,0.0013708886
52,12.37943092,1 Midlines,wholePharynx,6245.5208724,6233.1414414,12.37943092,6239.3311569,0.0019840958
53,99.953251119,1 Midlines,prePM7,4468.9565138,4369.0032627,99.953251119,4418.9798882,0.0226190781
53,114.93380277,1 Midlines,pm7,10490.925577,10375.991774,114.93380277,10433.458676,0.0110158871
53,-50.08965847,1 Midlines,pm6,6919.5900631,6969.6797215,50.089658472,6944.6348923,0.007212713
53,42.105143673,1 Midlines,pm5,3915.4563766,3873.351233,42.105143673,3894.4038048,0.0108117046
53,-119.3768018,1 Midlines,pm4,8487.2458786,8606.6226804,119.3768018,8546.9342795,0.0139672072
53,12.242435999,1 Midlines,pm3,7072.408425,7060.165989,12.242435999,7066.287207,0.0017325132
53,93.857546854,1 Midlines,postPM3,3685.8348751,3591.9773282,93.857546854,3638.9061016,0.0257927916
53,8.6116383144,1 Midlines,medialAxis,6402.6038058,6393.9921675,8.6116383144,6398.2979867,0.0013459264
53,11.007674412,1 Midlines,wholePharynx,6219.4367714,6208.429097,11.007674412,6213.9329342,0.0017714505
54,1.9026809641,1 Midlines,prePM7,4474.7836418,4472.8809608,1.9026809641,4473.8323013,0.0004252911
54,-21.6339374,1 Midlines,pm7,10499.465829,10521.099766,21.6339374,10510.282798,0.0020583592
54,107.6245656,1 Midlines,pm6,7033.4725418,6925.8479762,107.6245656,6979.660259,0.0154197427
