Animal,Error,Strategy,Region,I1,I2,Abs[Error],"Avg[I1,I2]",Relative Error
57,106.87697398,2 Midlines,pm4,8609.1845776,8502.3076036,106.87697398,8555.7460906,0.0124918356
57,16.974927357,2 Midlines,pm3,7001.7841729,6984.8092456,16.974927357,6993.2967092,0.002427314
57,6.8560127833,2 Midlines,postPM3,3630.3377483,3623.4817355,6.8560127833,3626.9097419,0.001890318
57,33.34734165,2 Midlines,medialAxis,6416.3605736,6383.013232,33.34734165,6399.6869028,0.0052107771
57,32.343638861,2 Midlines,wholePharynx,6230.6597642,6198.3161253,32.343638861,6214.4879447,0.0052045541
1,34.484001718,Registered,prePM7,4611.470979,4576.9869773,34.484001718,4594.2289782,0.0075059388
1,-27.69217614,Registered,pm7,10747.819437,10775.511613,27.692176138,10761.665525,0.002573224
1,19.569028396,Registered,pm6,7263.1762021,7243.6071737,19.569028396,7253.3916879,0.0026979142
1,-74.57697009,Registered,pm5,4031.2006676,4105.7776377,74.576970093,4068.4891527,0.0183303844
1,26.777449706,Registered,pm4,8773.7968453,8747.0193956,26.777449706,8760.4081205,0.0030566441
1,-15.79713991,Registered,pm3,7115.4507564,7131.2478963,15.79713991,7123.3493264,0.0022176562
1,-19.18196947,Registered,postPM3,3742.9107439,3762.0927133,19.181969467,3752.5017286,0.0051117816
1,-28.44488194,Registered,medialAxis,6566.8157073,6595.2605893,28.444881942,6581.0381483,0.0043222485
1,-25.7910991,Registered,wholePharynx,6375.2537289,6401.044828,25.791099096,6388.1492785,0.0040373351
2,87.854117973,Registered,prePM7,4642.0353196,4554.1812017,87.854117973,4598.1082606,0.0191065788
2,51.503507101,Registered,pm7,10692.545732,10641.042225,51.503507101,10666.793979,0.0048283962
2,0.6700277534,Registered,pm6,7103.7313951,7103.0613674,0.6700277534,7103.3963813,0.000094325
2,71.285707974,Registered,pm5,4086.6055787,4015.3198707,71.285707974,4050.9627247,0.0175972263
2,111.42575059,Registered,pm4,8704.4615884,8593.0358378,111.42575059,8648.7487131,0.0128834534
2,29.247868597,Registered,pm3,7062.0843009,7032.8364323,29.247868597,7047.4603666,0.0041501289
2,41.539289025,Registered,postPM3,3765.8991977,3724.3599086,41.539289025,3745.1295531,0.0110915493
2,52.084451028,Registered,medialAxis,6544.992411,6492.90796,52.084451028,6518.9501855,0.0079896992
2,53.341757448,Registered,wholePharynx,6356.2611009,6302.9193434,53.341757448,6329.5902222,0.0084273635
3,-121.7111319,Registered,prePM7,4503.7169907,4625.4281226,121.71113187,4564.5725566,0.0266643
3,-51.39000821,Registered,pm7,10454.885457,10506.275465,51.390008212,10480.580461,0.0049033552
3,-25.06622613,Registered,pm6,6964.1705722,6989.2367983,25.066226135,6976.7036852,0.0035928466
3,-38.334211,Registered,pm5,3981.6445379,4019.9787489,38.334211003,4000.8116434,0.0095816085
3,-131.1754085,Registered,pm4,8520.651056,8651.8264645,131.17540853,8586.2387603,0.0152774005
3,-35.00849162,Registered,pm3,6990.168736,7025.1772277,35.008491617,7007.6729818,0.0049957371
3,-81.88080877,Registered,postPM3,3673.4978507,3755.3786595,81.88080877,3714.4382551,0.0220439278
3,-56.82665195,Registered,medialAxis,6431.1503039,6487.9769559,56.82665195,6459.5636299,0.0087972896
3,-58.48308668,Registered,wholePharynx,6243.6522474,6302.1353341,58.48308668,6272.8937907,0.0093231431
4,-66.21370917,Registered,prePM7,4624.2831291,4690.4968383,66.213709173,4657.3899837,0.0142169132
4,-110.1039918,Registered,pm7,10541.430278,10651.534269,110.10399178,10596.482274,0.0103906173
4,-106.4679137,Registered,pm6,6972.0056534,7078.4735671,106.46791369,7025.2396102,0.015155058
4,-45.04365667,Registered,pm5,3994.5599857,4039.6036423,45.043656673,4017.081814,0.0112130294
4,-122.5507236,Registered,pm4,8523.7335326,8646.2842562,122.55072361,8585.0088944,0.0142749676
4,-52.60671352,Registered,pm3,7004.0471038,7056.6538173,52.60671352,7030.3504605,0.007482801
4,-61.86140854,Registered,postPM3,3722.9650588,3784.8264674,61.86140854,3753.8957631,0.0164792558
4,-73.1130675,Registered,medialAxis,6451.1553214,6524.2683889,73.113067496,6487.7118552,0.011269469
4,-70.0332409,Registered,wholePharynx,6265.3986889,6335.4319298,70.033240899,6300.4153094,0.0111156547
5,21.707959195,Registered,prePM7,4541.4200346,4519.7120754,21.707959195,4530.566055,0.0047914452
5,69.149269836,Registered,pm7,10556.524185,10487.374916,69.149269836,10521.94955,0.0065719066
5,29.385139718,Registered,pm6,6976.2589494,6946.8738097,29.385139718,6961.5663796,0.0042210529
5,-36.68050959,Registered,pm5,3984.2889538,4020.9694634,36.68050959,4002.6292086,0.0091641038
5,25.44938396,Registered,pm4,8640.2473412,8614.7979572,25.44938396,8627.5226492,0.0029497905
5,22.431297501,Registered,pm3,7014.6363354,6992.2050379,22.431297501,7003.4206866,0.0032029059
5,-26.35405221,Registered,postPM3,3762.2560538,3788.610106,26.354052207,3775.4330799,0.0069804051
5,10.019410693,Registered,medialAxis,6465.1747225,6455.1553118,10.019410693,6460.1650171,0.0015509527
5,8.2961353611,Registered,wholePharynx,6277.7895213,6269.493386,8.2961353611,6273.6414537,0.0013223796
6,-37.73704261,Registered,prePM7,4669.9264554,4707.663498,37.737042607,4688.7949767,0.0080483456
6,-25.97479207,Registered,pm7,10495.525337,10521.500129,25.97479207,10508.512733,0.0024717858
6,-12.84820873,Registered,pm6,6884.2181398,6897.0663485,12.848208729,6890.6422441,0.001864588
6,-15.19712395,Registered,pm5,3974.3681476,3989.5652715,15.197123948,3981.9667095,0.0038164869
6,-38.58784161,Registered,pm4,8567.5953169,8606.1831585,38.58784161,8586.8892377,0.0044938092
6,-25.98043861,Registered,pm3,6967.7275344,6993.707973,25.980438612,6980.7177537,0.0037217432
6,14.975735204,Registered,postPM3,3761.8596364,3746.8839012,14.975735204,3754.3717688,0.0039888791
6,-22.84456657,Registered,medialAxis,6435.4410319,6458.2855985,22.844566574,6446.8633152,0.0035435165
6,-21.25002354,Registered,wholePharynx,6250.3766769,6271.6267004,21.250023539,6261.0016887,0.0033940294
7,-7.5672212,Registered,prePM7,4707.5593592,4715.1265804,7.5672211995,4711.3429698,0.0016061707
7,-35.52711609,Registered,pm7,10470.71403,10506.241146,35.527116087,10488.477588,0.0033872519
7,16.563888735,Registered,pm6,6926.4121463,6909.8482576,16.563888735,6918.130202,0.0023942725
7,-21.72791209,Registered,pm5,3959.4984557,3981.2263677,21.727912095,3970.3624117,0.0054725261
7,-10.06606551,Registered,pm4,8631.237898,8641.3039635,10.066065509,8636.2709307,0.0011655569
7,-10.92808849,Registered,pm3,6996.5029975,7007.431086,10.928088486,7001.9670417,0.0015607169
7,-4.385849544,Registered,postPM3,3705.3687602,3709.7546098,4.3858495438,3707.561685,0.0011829472
7,-8.996781905,Registered,medialAxis,6454.5873328,6463.5841147,8.9967819046,6459.0857237,0.0013928878
7,-8.015695009,Registered,wholePharynx,6267.9566857,6275.9723807,8.0156950087,6271.9645332,0.0012780198
8,27.214823979,Registered,prePM7,4602.9612045,4575.7463805,27.214823979,4589.3537925,0.0059299904
8,131.22482604,Registered,pm7,10553.395488,10422.170662,131.22482604,10487.783075,0.0125121606
8,9.5497811194,Registered,pm6,6911.9653652,6902.415584,9.5497811194,6907.1904746,0.0013825855
8,0.2980083713,Registered,pm5,3975.6180621,3975.3200537,0.2980083713,3975.4690579,0.0000749618
8,54.03739596,Registered,pm4,8615.584108,8561.5467121,54.03739596,8588.5654101,0.0062917837
8,53.828006818,Registered,pm3,6976.3568428,6922.528836,53.828006818,6949.4428394,0.0077456579
8,7.0637237236,Registered,postPM3,3690.5085329,3683.4448092,7.0637237236,3686.976671,0.001915858
8,38.753814735,Registered,medialAxis,6448.9317592,6410.1779445,38.753814735,6429.5548518,0.0060274491
8,37.611942285,Registered,wholePharynx,6261.2137638,6223.6018216,37.611942285,6242.4077927,0.0060252299
9,-12.05984509,Registered,prePM7,4663.0592565,4675.1191016,12.059845092,4669.089179,0.0025829117
9,3.0676308402,Registered,pm7,10438.225907,10435.158276,3.0676308402,10436.692091,0.0002939275
9,-22.35785996,Registered,pm6,6834.8186366,6857.1764966,22.357859961,6845.9975666,0.0032658294
9,-23.35152638,Registered,pm5,3933.8511041,3957.2026305,23.351526384,3945.5268673,0.0059184811
9,-63.03291941,Registered,pm4,8535.8024676,8598.835387,63.032919406,8567.3189273,0.0073573681
9,-23.13347779,Registered,pm3,6899.2611183,6922.3945961,23.133477789,6910.8278572,0.003347425
9,-4.559674896,Registered,postPM3,3743.7689081,3748.328583,4.5596748962,3746.0487455,0.0012171958
9,-25.05302128,Registered,medialAxis,6389.2807227,6414.333744,25.053021284,6401.8072333,0.0039134295
9,-23.54648948,Registered,wholePharynx,6208.2529011,6231.7993906,23.54648948,6220.0261458,0.0037855933
10,87.72431196,Registered,prePM7,4715.806908,4628.082596,87.72431196,4671.944752,0.0187768299
10,26.868161654,Registered,pm7,10517.471998,10490.603837,26.868161654,10504.037918,0.0025578889
10,41.318833922,Registered,pm6,6910.0381465,6868.7193126,41.318833922,6889.3787296,0.0059974688
10,6.6212330838,Registered,pm5,3973.4395359,3966.8183028,6.6212330838,3970.1289193,0.0016677627
10,11.867379712,Registered,pm4,8660.4229905,8648.5556108,11.867379712,8654.4893006,0.0013712397
10,24.013199588,Registered,pm3,6973.4551299,6949.4419303,24.013199588,6961.4485301,0.0034494544
10,24.636867481,Registered,postPM3,3754.6907223,3730.0538548,24.636867481,3742.3722886,0.006583222
10,15.866654756,Registered,medialAxis,6455.2770097,6439.4103549,15.866654756,6447.3436823,0.00246096
10,17.576922272,Registered,wholePharynx,6269.9281325,6252.3512103,17.576922272,6261.1396714,0.002807304
11,-10.711847,Registered,prePM7,4550.2190023,4560.9308493,10.711846995,4555.5749258,0.002351371
11,291.6471447,Registered,pm7,10258.306434,9966.6592895,291.6471447,10112.482862,0.0288403104
11,98.43237337,Registered,pm6,6905.2671581,6806.8347847,98.43237337,6856.0509714,0.0143570072
11,14.878532907,Registered,pm5,3957.3443621,3942.4658292,14.878532907,3949.9050956,0.0037668077
11,-64.67383375,Registered,pm4,8701.4211313,8766.0949651,64.673833755,8733.7580482,0.0074050407
11,19.591088856,Registered,pm3,6987.8183108,6968.227222,19.591088856,6978.0227664,0.0028075416
11,-42.53649448,Registered,postPM3,3741.2448672,3783.7813617,42.53649448,3762.5131144,0.0113053412
11,20.345046882,Registered,medialAxis,6428.1366003,6407.7915534,20.345046882,6417.9640769,0.0031700157
11,16.768207383,Registered,wholePharynx,6244.150817,6227.3826096,16.768207383,6235.7667133,0.002689037
12,17.833313302,Registered,prePM7,4458.6153597,4440.7820464,17.833313302,4449.698703,0.0040077575
12,-24.95255197,Registered,pm7,10419.595367,10444.547919,24.952551973,10432.071643,0.0023919077
12,27.293857696,Registered,pm6,6873.2791319,6845.9852742,27.293857696,6859.6322031,0.0039789098
12,-9.947837511,Registered,pm5,3960.2224013,3970.1702388,9.9478375111,3965.1963201,0.0025087881
12,6.9974019258,Registered,pm4,8577.1586968,8570.1612949,6.9974019258,8573.6599959,0.0008161511
12,-41.38112,Registered,pm3,6952.7511818,6994.1323018,41.381120003,6973.4417418,0.0059341028
12,16.583423327,Registered,postPM3,3849.7060047,3833.1225814,16.583423327,3841.414293,0.0043170098
12,-11.23703186,Registered,medialAxis,6406.9127086,6418.1497405,11.23703186,6412.5312246,0.0017523551
12,-9.175877294,Registered,wholePharynx,6225.2347499,6234.4106272,9.1758772935,6229.8226885,0.0014728954
13,7.5751425378,Registered,prePM7,4535.700634,4528.1254915,7.5751425378,4531.9130628,0.001671511
13,-64.2168417,Registered,pm7,10520.566505,10584.783346,64.216841697,10552.674925,0.0060853615
13,-65.31591404,Registered,pm6,7022.9938257,7088.3097398,65.315914038,7055.6517827,0.0092572474
13,-45.63362947,Registered,pm5,3968.2572751,4013.8909046,45.633629473,3991.0740899,0.0114339219
13,-35.26105669,Registered,pm4,8719.2161333,8754.47719,35.261056691,8736.8466616,0.004035902
13,-33.74114125,Registered,pm3,7055.7942948,7089.535436,33.74114125,7072.6648654,0.0047706405
13,-64.15326264,Registered,postPM3,3723.5715357,3787.7247983,64.15326264,3755.648167,0.0170818085
13,-42.22221051,Registered,medialAxis,6478.2853855,6520.507596,42.222210512,6499.3964908,0.0064963279
13,-41.10788421,Registered,wholePharynx,6291.5449486,6332.6528329,41.107884213,6312.0988907,0.0065125539
14,57.794169055,Registered,prePM7,4593.2091376,4535.4149686,57.794169055,4564.3120531,0.0126621862
14,101.70179484,Registered,pm7,10445.006647,10343.304852,101.70179484,10394.15575,0.0097845171
14,160.44012125,Registered,pm6,6922.3507813,6761.9106601,160.44012125,6842.1307207,0.0234488536
14,54.31801938,Registered,pm5,3958.9055886,3904.5875693,54.31801938,3931.746579,0.0138152392
14,104.1020046,Registered,pm4,8661.0391806,8556.937176,104.1020046,8608.9881783,0.0120922462
14,71.833410038,Registered,pm3,7077.9689925,7006.1355825,71.833410038,7042.0522875,0.0102006357
14,68.701346039,Registered,postPM3,3748.5889022,3679.8875561,68.701346039,3714.2382291,0.0184967527
14,81.658616068,Registered,medialAxis,6465.5423126,6383.8836965,81.658616068,6424.7130045,0.01271008
14,78.578416417,Registered,wholePharynx,6280.4196419,6201.8412255,78.578416417,6241.1304337,0.0125904141
15,22.71274288,Registered,prePM7,4475.7194921,4453.0067492,22.71274288,4464.3631207,0.0050875662
15,-32.31794631,Registered,pm7,10498.690269,10531.008215,32.317946306,10514.849242,0.003073553
15,93.157330956,Registered,pm6,7004.8074156,6911.6500847,93.157330956,6958.2287502,0.0133880811
15,-6.080883398,Registered,pm5,3937.0785243,3943.1594077,6.0808833978,3940.118966,0.0015433248
15,52.128146291,Registered,pm4,8583.0742233,8530.946077,52.128146291,8557.0101501,0.0060918645
15,47.136928426,Registered,pm3,6996.6070879,6949.4701595,47.136928426,6973.0386237,0.0067598835
15,13.994774282,Registered,postPM3,3783.8257593,3769.830985,13.994774282,3776.8283722,0.0037054303
15,29.120158499,Registered,medialAxis,6437.5699968,6408.4498383,29.120158499,6423.0099176,0.0045337247
15,29.398073073,Registered,wholePharynx,6252.3829891,6222.9849161,29.398073073,6237.6839526,0.0047129789
16,-18.83404411,Registered,prePM7,4532.242813,4551.0768571,18.834044106,4541.659835,0.0041469517
16,-8.296310539,Registered,pm7,10463.684309,10471.980619,8.2963105385,10467.832464,0.0007925529
16,25.171155325,Registered,pm6,6914.4832131,6889.3120578,25.171155325,6901.8976355,0.0036469905
16,2.7835512512,Registered,pm5,3952.5003638,3949.7168126,2.7835512512,3951.1085882,0.0007044988
16,-87.46525009,Registered,pm4,8473.4641638,8560.9294139,87.465250092,8517.1967889,0.0102692532
16,-44.85535423,Registered,pm3,6937.4179174,6982.2732716,44.855354226,6959.8455945,0.0064448778
16,5.8700760369,Registered,postPM3,3716.1518257,3710.2817497,5.8700760369,3713.2167877,0.00158086
16,-20.17435694,Registered,medialAxis,6392.8524906,6413.0268476,20.174356936,6402.9396691,0.003150796
16,-20.54204,Registered,wholePharynx,6209.483154,6230.025194,20.542040004,6219.754174,0.0033027093
17,-7.545535862,Registered,prePM7,4633.7898093,4641.3353452,7.5455358621,4637.5625773,0.0016270478
17,-4.622286867,Registered,pm7,10404.627584,10409.249871,4.6222868668,10406.938728,0.0004441543
17,-50.18091304,Registered,pm6,6893.4485621,6943.6294751,50.180913041,6918.5390186,0.0072531083
17,-10.56794105,Registered,pm5,3939.8325604,3950.4005014,10.567941045,3945.1165309,0.0026787399
17,-37.1249543,Registered,pm4,8502.5739686,8539.6989229,37.124954304,8521.1364458,0.0043568079
17,42.725249913,Registered,pm3,7038.1231542,6995.3979043,42.725249913,7016.7605292,0.0060890278
17,-19.23275907,Registered,postPM3,3582.8299948,3602.0627538,19.232759067,3592.4463743,0.0053536663
17,3.041635737,Registered,medialAxis,6411.3182678,6408.2766321,3.041635737,6409.79745,0.0004745292
17,1.4231774946,Registered,wholePharynx,6225.2636405,6223.840463,1.4231774946,6224.5520518,0.0002286393
18,7.5367908553,Registered,prePM7,4548.3059432,4540.7691524,7.5367908553,4544.5375478,0.0016584286
18,-98.09188827,Registered,pm7,10344.760037,10442.851926,98.09188827,10393.805981,0.0094375331
18,-43.51448484,Registered,pm6,6867.5410873,6911.0555721,43.514484841,6889.2983297,0.0063162434
18,14.903645407,Registered,pm5,3961.6021841,3946.6985387,14.903645407,3954.1503614,0.0037691145
18,-28.65518228,Registered,pm4,8543.1622342,8571.8174165,28.655182281,8557.4898253,0.00334855
18,22.813654879,Registered,pm3,6969.9491577,6947.1355028,22.813654879,6958.5423302,0.0032785106
18,-31.97778295,Registered,postPM3,3695.8801138,3727.8578967,31.977782951,3711.8690053,0.0086150085
18,-6.515602186,Registered,medialAxis,6397.9084055,6404.4240077,6.5156021865,6401.1662066,0.0010178774
18,-6.451230063,Registered,wholePharynx,6214.680655,6221.1318851,6.4512300628,6217.90627,0.0010375245
19,6.7309398193,Registered,prePM7,4526.0715453,4519.3406055,6.7309398193,4522.7060754,0.001488255
19,111.79847829,Registered,pm7,10407.487973,10295.689495,111.79847829,10351.588734,0.0108001275
19,117.96650368,Registered,pm6,6987.49321,6869.5267064,117.96650368,6928.5099582,0.0170262444
19,58.590074638,Registered,pm5,3966.8193729,3908.2292983,58.590074638,3937.5243356,0.014879927
19,100.65940164,Registered,pm4,8592.7054301,8492.0460284,100.65940164,8542.3757292,0.0117835371
19,69.008155166,Registered,pm3,6938.587348,6869.5791928,69.008155166,6904.0832704,0.0099952669
19,15.847616958,Registered,postPM3,3721.6055685,3705.7579516,15.847616958,3713.6817601,0.00426736
19,68.406789875,Registered,medialAxis,6411.0265244,6342.6197345,68.406789875,6376.8231294,0.010727409
19,64.353314812,Registered,wholePharynx,6225.8272339,6161.4739191,64.353314812,6193.6505765,0.0103902075
20,-9.788526024,Registered,prePM7,4551.2509911,4561.0395171,9.7885260237,4556.1452541,0.0021484227
20,-55.34091188,Registered,pm7,10373.225314,10428.566225,55.340911879,10400.895769,0.0053207832
20,-53.70610971,Registered,pm6,6895.2101741,6948.9162838,53.706109709,6922.063229,0.0077586852
20,-27.2466875,Registered,pm5,3943.0750942,3970.3217817,27.246687504,3956.698438,0.0068862179
20,-140.9416257,Registered,pm4,8416.6108099,8557.5524356,140.94162572,8487.0816227,0.0166066066
20,-58.32279818,Registered,pm3,6912.660024,6970.9828222,58.322798184,6941.8214231,0.0084016564
20,-22.49809793,Registered,postPM3,3727.9384192,3750.4365171,22.498097935,3739.1874681,0.0060168414
20,-56.3120202,Registered,medialAxis,6360.6252337,6416.9372539,56.312020202,6388.7812438,0.0088142038
20,-52.92387468,Registered,wholePharynx,6179.4859774,6232.4098521,52.923874681,6205.9479148,0.0085279276
21,-16.78768252,Registered,prePM7,4580.7347004,4597.5223829,16.787682517,4589.1285417,0.0036581417
21,39.281197206,Registered,pm7,10389.368775,10350.087578,39.281197206,10369.728176,0.0037880643
21,118.18351385,Registered,pm6,6958.5906738,6840.40716,118.18351385,6899.4989169,0.0171292894
21,17.053302454,Registered,pm5,3965.1498275,3948.0965251,17.053302454,3956.6231763,0.0043100648
21,34.685410437,Registered,pm4,8512.867174,8478.1817636,34.685410437,8495.5244688,0.0040827862
21,26.274036883,Registered,pm3,6983.7503624,6957.4763255,26.274036883,6970.613344,0.0037692575
21,11.634948961,Registered,postPM3,3732.8963729,3721.2614239,11.634948961,3727.0788984,0.003121734
21,34.31149661,Registered,medialAxis,6415.8501155,6381.5386189,34.31149661,6398.6943672,0.0053622653
21,31.042980022,Registered,wholePharynx,6231.7889589,6200.7459789,31.042980022,6216.2674689,0.0049938295
22,-32.30899615,Registered,prePM7,4530.6967974,4563.0057936,32.308996148,4546.8512955,0.0071057956
22,52.192153459,Registered,pm7,10435.476742,10383.284589,52.192153459,10409.380666,0.0050139538
22,-97.30097509,Registered,pm6,6941.2127105,7038.5136856,97.300975086,6989.8631981,0.0139202975
22,-64.28211685,Registered,pm5,3969.8623707,4034.1444876,64.282116853,4002.0034292,0.0160624842
22,-62.06910411,Registered,pm4,8587.1786933,8649.2477975,62.069104105,8618.2132454,0.007202085
22,9.4921279132,Registered,pm3,7002.7003437,6993.2082158,9.4921279132,6997.9542797,0.0013564147
22,-14.13145749,Registered,postPM3,3745.1943901,3759.3258476,14.131457492,3752.2601189,0.0037661188
22,-28.1067366,Registered,medialAxis,6427.560762,6455.6674986,28.106736603,6441.6141303,0.0043633065
22,-26.31779469,Registered,wholePharynx,6244.1355028,6270.4532975,26.31779469,6257.2944002,0.0042059384
23,-4.374779366,Registered,prePM7,4450.4956043,4454.8703837,4.3747793657,4452.682994,0.0009825041
23,8.0824229717,Registered,pm7,10337.780059,10329.697636,8.0824229717,10333.738847,0.0007821393
23,-33.03598244,Registered,pm6,7062.3136088,7095.3495912,33.03598244,7078.8316,0.0046668694
23,14.906588382,Registered,pm5,4037.5286696,4022.6220812,14.906588382,4030.0753754,0.0036988361
23,29.552863515,Registered,pm4,8552.496634,8522.9437705,29.552863515,8537.7202023,0.0034614467
23,-62.4102725,Registered,pm3,6927.3073421,6989.7176146,62.410272502,6958.5124784,0.0089689101
23,33.741849924,Registered,postPM3,3803.615316,3769.873466,33.741849924,3786.744391,0.0089105169
23,-11.39487923,Registered,medialAxis,6410.7934151,6422.1882944,11.394879229,6416.4908547,0.001775874
23,-9.677723761,Registered,wholePharynx,6228.9111357,6238.5888595,9.6777237611,6233.7499976,0.0015524722
24,-27.61393219,Registered,prePM7,4443.5127085,4471.1266406,27.61393219,4457.3196746,0.0061951877
24,-171.5577642,Registered,pm7,10180.081081,10351.638845,171.55776419,10265.859963,0.0167114849
24,-128.7588178,Registered,pm6,7064.3786364,7193.1374542,128.75881779,7128.7580453,0.0180618864
24,-46.92334298,Registered,pm5,3988.195846,4035.119189,46.923342985,4011.6575175,0.011696747
24,-151.6744053,Registered,pm4,8429.4859076,8581.1603129,151.67440532,8505.3231102,0.0178328799
24,-60.29554301,Registered,pm3,6951.9672193,7012.2627623,60.295543011,6982.1149908,0.0086357133
24,-60.87602465,Registered,postPM3,3765.2488577,3826.1248824,60.876024649,3795.6868701,0.0160382104
24,-80.67889336,Registered,medialAxis,6375.8870047,6456.5658981,80.678893357,6416.2264514,0.0125741967
24,-78.29841951,Registered,wholePharynx,6195.4573644,6273.7557839,78.298419512,6234.6065741,0.0125586785
25,53.526998801,Registered,prePM7,4396.7307934,4343.2037946,53.526998801,4369.967294,0.0122488328
25,-73.96920069,Registered,pm7,10288.34975,10362.318951,73.96920069,10325.334351,0.0071638552
25,1.7378192133,Registered,pm6,7026.0569942,7024.319175,1.7378192133,7025.1880846,0.0002473698
25,14.794634645,Registered,pm5,4008.2193928,3993.4247581,14.794634645,4000.8220754,0.0036978987
25,51.493752067,Registered,pm4,8525.4694747,8473.9757226,51.493752067,8499.7225987,0.0060582862
25,-52.30772611,Registered,pm3,6966.3395211,7018.6472472,52.307726109,6992.4933841,0.0074805543
25,73.13528992,Registered,postPM3,3814.5662042,3741.4309143,73.13528992,3777.9985592,0.0193582101
25,-3.043662706,Registered,medialAxis,6402.0768274,6405.1204901,3.0436627056,6403.5986587,0.000475305
25,0.2058023383,Registered,wholePharynx,6220.4670932,6220.2612908,0.2058023383,6220.364192,0.0000330853
26,-51.52975302,Registered,prePM7,4523.3247488,4574.8545018,51.529753016,4549.0896253,0.0113274869
26,-37.92913764,Registered,pm7,10386.820208,10424.749345,37.92913764,10405.784777,0.003645005
26,-30.28677986,Registered,pm6,6978.056965,7008.3437448,30.286779861,6993.2003549,0.0043308898
26,60.565409384,Registered,pm5,4009.0380111,3948.4726017,60.565409384,3978.7553064,0.0152222001
26,-94.08800404,Registered,pm4,8439.6536143,8533.7416183,94.088004039,8486.6976163,0.0110865272
26,-51.38627098,Registered,pm3,6948.8269178,7000.2131887,51.386270976,6974.5200532,0.0073677143
26,-9.546586543,Registered,postPM3,3630.5414797,3640.0880663,9.5465865431,3635.314773,0.0026260688
26,-21.73106453,Registered,medialAxis,6387.6774338,6409.4084983,21.731064528,6398.5429661,0.003396252
26,-22.3957014,Registered,wholePharynx,6203.9012296,6226.296931,22.395701401,6215.0990803,0.0036034343
27,-24.86169432,Registered,prePM7,4475.6729131,4500.5346075,24.861694319,4488.1037603,0.0055394651
27,334.4838029,Registered,pm7,10141.846531,9807.3627278,334.4838029,9974.6046292,0.03353354
27,-18.24269509,Registered,pm6,6954.2591265,6972.5018216,18.242695095,6963.380474,0.0026198044
27,73.90478519,Registered,pm5,3974.6560866,3900.7513014,73.90478519,3937.703694,0.0187684983
27,-154.3243634,Registered,pm4,8396.4008492,8550.7252126,154.32436339,8473.5630309,0.0182124524
27,42.986326849,Registered,pm3,6999.051141,6956.0648142,42.986326849,6977.5579776,0.0061606549
27,-30.80702475,Registered,postPM3,3761.5529564,3792.3599811,30.80702475,3776.9564687,0.008156574
27,31.447609052,Registered,medialAxis,6371.9298184,6340.4822093,31.447609052,6356.2060139,0.004947544
27,29.406584143,Registered,wholePharynx,6192.0300196,6162.6234354,29.406584143,6177.3267275,0.0047604061
28,122.70140013,Registered,prePM7,4481.2273974,4358.5259973,122.70140013,4419.8766974,0.0277612722
28,-106.6648492,Registered,pm7,10333.144504,10439.809354,106.66484916,10386.476929,0.010269589
28,92.606008013,Registered,pm6,6919.7284376,6827.1224296,92.606008013,6873.4254336,0.0134730505
28,-34.4189904,Registered,pm5,3910.0919068,3944.5108972,34.418990403,3927.301402,0.0087640308
28,36.476568694,Registered,pm4,8450.9067176,8414.4301489,36.476568694,8432.6684333,0.0043256259
28,-65.93794755,Registered,pm3,6993.4836864,7059.4216339,65.937947549,7026.4526601,0.0093842442
28,11.058830786,Registered,postPM3,3814.7543636,3803.6955328,11.058830786,3809.2249482,0.0029031708
28,-14.20051682,Registered,medialAxis,6372.0874778,6386.2879946,14.200516816,6379.1877362,0.0022260697
28,-11.31353896,Registered,wholePharynx,6193.1013133,6204.4148523,11.313538955,6198.7580828,0.0018251299
29,-36.11210694,Registered,prePM7,4517.7907612,4553.9028682,36.112106942,4535.8468147,0.0079614917
29,-60.50929357,Registered,pm7,10372.506031,10433.015324,60.509293572,10402.760678,0.0058166573
29,-18.05101699,Registered,pm6,6917.8988373,6935.9498543,18.051016992,6926.9243458,0.0026059209
29,-44.10087572,Registered,pm5,3926.1648083,3970.265684,44.100875715,3948.2152461,0.0111698256
29,9.8584256352,Registered,pm4,8563.2539682,8553.3955426,9.8584256352,8558.3247554,0.0011519107
29,-50.46550487,Registered,pm3,6973.7647343,7024.2302392,50.465504873,6998.9974867,0.0072103905
29,-46.11793384,Registered,postPM3,3596.3975276,3642.5154614,46.117933837,3619.4564945,0.0127416738
29,-40.14663479,Registered,medialAxis,6393.2373452,6433.38398,40.146634789,6413.3106626,0.0062598924
29,-39.39983179,Registered,wholePharynx,6207.6967769,6247.0966087,39.399831788,6227.3966928,0.0063268543
30,-23.53133566,Registered,prePM7,4576.4379136,4599.9692492,23.531335665,4588.2035814,0.0051286599
30,-127.7386147,Registered,pm7,10356.989035,10484.72765,127.73861471,10420.858342,0.0122579744
30,20.794066013,Registered,pm6,6925.2651557,6904.4710897,20.794066013,6914.8681227,0.0030071529
30,10.972108922,Registered,pm5,3923.9936419,3913.021533,10.972108922,3918.5075875,0.0028000734
30,-38.99003393,Registered,pm4,8547.9743093,8586.9643433,38.990033935,8567.4693263,0.0045509394
30,16.01849279,Registered,pm3,7002.391333,6986.3728402,16.01849279,6994.3820866,0.0022901941
30,-28.31687569,Registered,postPM3,3658.11347,3686.4303457,28.316875692,3672.2719079,0.0077109965
30,-8.077853099,Registered,medialAxis,6404.9387546,6413.0166077,8.0778530987,6408.9776811,0.0012603965
